subset,documents,tokens_budgeted,tokens_effective,words_available,documents_available,tokens_per_document
lin_Latn,21472,15483672,11233325,11233848,21473,523.1615517161086
lit_Latn,170499,115583808,115583599,9132828961,13471965,677.913649642053
lmo_Latn,15040,15729391,11839181,11839181,15040,787.1795877659574
ltg_Latn,10010,12326170,5252618,5252618,10010,524.7370629370629
ltz_Latn,70111,35584599,35584478,179951556,354553,507.54486917329706
lug_Latn,35503,15917841,12318633,12318633,35503,346.9744246965045
lus_Latn,44539,24081601,24081564,48966586,90564,540.6848858265978
mai_Deva,22787,16550178,14026766,14026766,22787,615.5600122877079
mal_Latn,3434,9931453,2556572,2556572,3434,744.488060570763
mar_Deva,172062,67775888,67775739,1541225070,3912702,393.9030036021143
mfe_Latn,8899,12852053,6037499,6037499,8899,678.4469041465334
mhr_Cyrl,27830,16759969,14628260,14628260,27830,525.6291771469637
mkd_Cyrl,176936,68687202,68687096,1611392841,4150902,388.20305586592985
mlt_Latn,69848,40914277,40914258,286548586,489190,585.7613319977922
mri_Latn,43517,31610507,31609962,121260744,166938,726.3819142436114
mww_Latn,39220,32351220,32350878,130993837,158808,824.8566633922725
mya_Mymr,103562,56782417,56781887,854400671,1558304,548.2888261853913
myv_Cyrl,6561,11778242,4513883,4513883,6561,687.9870446578266
nap_Latn,30183,21238080,21237582,32210650,45778,703.6272882170475
nde_Latn,22657,13141727,6503145,6503145,22657,287.0258639713996
ndo_Latn,8837,11649175,4351102,4351102,8837,492.3732035758742
nds_Latn,40778,21608687,21608459,34122691,64394,529.904820324875
new_Deva,17464,14533031,9095000,9095000,17464,520.7856161245992
nld_Latn,428413,217068858,217068373,74634633118,147301270,506.6801740270128
nno_Latn,113879,49000590,49000466,522740774,1214870,430.28535892729263
nob_Latn,200657,168382380,168381740,32008904934,38144343,839.1520843339732
npi_Deva,205561,69086832,69086729,1642856349,4888163,336.08870019269
nrm_Latn,114719,41327165,41326863,296301638,822502,360.24427660966177
nya_Latn,42655,25927297,25926814,62633421,103045,607.825911009753
oci_Latn,42177,21989678,21989295,36169698,69376,521.3575011531366
ory_Latn,1319,8872099,1755375,1755375,1319,1330.8377558756633
oss_Cyrl,46682,20296297,20296271,27690962,63690,434.7772334746428
pan_Guru,88497,49001932,49001452,522788467,944160,553.7074934333164
pap_Latn,51483,30505442,30505231,107697692,181759,592.5301745718232
pbt_Arab,81548,42959361,42958878,337138269,639983,526.792538239297
plt_Latn,57548,34615933,34615849,164135353,272871,601.5126305103877
pms_Latn,18338,13715940,7499528,7499528,18338,408.96106445632023
pnb_Arab,20767,16207615,13082148,13082148,20767,629.9488611739779
pol_Latn,448374,215737306,215737062,73119437217,151966724,481.1542638571323
por_Latn,444105,243546878,243546692,109536087117,199737979,548.3988957202777
rmy_Cyrl,436,7136004,849439,849439,436,1948.2545871559632
roh_Latn,64550,19231650,19231522,23138605,77664,297.9321822208488
ron_Cyrl,1905,9389787,2119531,2120644,1906,1112.6149003147955
rue_Cyrl,35195,18752273,18752226,21271349,39923,532.8093830623951
run_Latn,63433,19036980,19036758,22367058,74530,300.1081175365625
rus_Cyrl,479050,403326667,403326605,588579493780,699083579,841.930080265839
sah_Cyrl,39236,23161122,23160809,43001210,72847,590.2948645791865
san_Deva,21453,17515906,16945617,16945617,21453,789.8949797231156
scn_Latn,13216,12654351,5733435,5733435,13216,433.82528753026634
sco_Latn,11372,12705532,5811098,5811098,11372,511.0005276116778
sdh_Arab,61103,23182407,23182194,43133077,113689,379.39534167773485
shn_Mymr,19218,11342663,3981060,3981060,19218,207.15266937246332
sin_Sinh,112666,48709271,48709118,512453069,1185323,432.3320048628095
slk_Latn,270623,133617831,133617375,14808010769,29991521,493.7399063221902
slv_Latn,172165,109765469,109764866,7688373264,12059130,637.5562137567138
sme_Latn,51208,19763475,19763173,25341152,65661,385.9391724158938
smo_Latn,34942,29119104,29119072,92230674,110674,833.3544825342899
sna_Latn,39811,24513687,24513342,51957005,84381,615.7429397613207
snd_Arab,54260,34648183,34647721,164645639,257843,638.5499664524536
som_Latn,128093,44130830,44130764,368770065,1070384,344.52127927921197
sot_Latn,32466,27825911,27825177,79270815,92492,857.0559075379492
spa_Latn,533554,316205005,316204557,261523749595,441287261,592.6383394851727
srd_Latn,26072,16084445,12753682,12753682,26072,489.1716017183185
srp_Cyrl,118320,81574961,81574443,2858500314,4146124,689.4391759628993
sun_Latn,39433,27201339,27201234,73493619,106542,689.808892267838
swe_Latn,289645,174053806,174053762,35745969364,59485306,600.9209965903176
swh_Latn,106488,50277437,50277204,569542024,1206300,472.13962032661857
tam_Latn,4828,11843195,4597393,4597393,4828,952.2355012427506
tat_Cyrl,35862,33846256,33845861,152282780,161354,943.7806314067207
tel_Latn,24016,17793532,17793122,17857579,24103,740.8861552503838
tgk_Cyrl,78342,45091307,45090873,396209383,688384,575.5644858102454
tha_Thai,226645,155714066,155713772,24662748945,35897202,687.0381971553103
tir_Ethi,44775,21781527,21781136,35040995,72033,486.45752641150585
ton_Latn,7447,12479225,5473192,5473192,7447,734.9525983617564
tso_Latn,6906,13310906,6786420,6786420,6906,982.6846220677671
tuk_Arab,328,3682299,93615,93615,328,285.4115853658537
tur_Latn,414222,182593227,182592887,41933799420,95129129,440.8092438226781
tyv_Cyrl,16328,14960176,10017001,10017001,16328,613.4860975012249
udm_Cyrl,27979,17210359,15980185,15980185,27979,571.1492547982415
uig_Arab,53317,28878421,28878092,89713984,165637,541.6300947252124
ukr_Cyrl,326750,157441221,157440740,25586457655,53101726,481.83853110537314
urd_Arab,141625,80485935,80485599,2733266493,4809542,568.3007847732695
uzn_Cyrl,123637,49613805,49613467,544866919,1357811,401.2833295650131
vie_Latn,232208,193507202,193506671,50886874358,61064248,833.3333501134739
vls_Latn,7041,10665770,3242819,3242819,7041,460.5622780854992
vro_Latn,8200,11934540,4716657,4716657,8200,575.2020731707318
wln_Latn,15586,13738855,7541374,7541374,15586,483.85563967663285
wol_Latn,6621,11204559,3821770,3821770,6621,577.2194532547953
xho_Latn,68373,31187224,31187101,115932287,254164,456.1318164649596
ydd_Hebr,42105,29282633,29282576,93968521,135116,695.465533319518
yor_Latn,34587,25448716,25448564,58861990,79999,735.7840723009037
zea_Latn,9003,15850008,12144517,12144517,9003,1348.9411307341998
zsm_Arab,12,1192918,2186,2186,12,182.16666666666666
zul_Latn,47966,26996713,26996284,71666844,127335,562.8212510307457
