subset,documents,tokens_budgeted,tokens_effective,words_available,documents_available,tokens_per_document
gla_Latn,222468,192022565,166633652,166633652,222468,749.0230145459122
gle_Latn,393411,252521365,252520832,415191949,646842,641.875371419914
glg_Latn,714888,350310860,350310596,1236233473,2522814,490.0216476521852
glk_Arab,12300,69732320,5693363,5693363,12300,462.8750406504065
grc_Grek,28539,119040000,33850484,33850484,28539,1186.1131784575493
gsw_Latn,58314,117026630,31979438,31979438,58314,548.4006928010426
guj_Gujr,733376,322065955,322065767,934124052,2127094,439.15504063290103
hat_Latn,224471,180346641,135190681,135191283,224472,602.2634582486903
haw_Latn,95507,151278877,75251668,75251668,95507,787.9178280126064
hbo_Hebr,39619,119842320,34616981,34616981,39619,873.746964840102
heb_Hebr,1068262,623850297,623849917,8462976117,14491748,583.9858736848032
hif_Latn,129212,206304570,206304330,211649862,132560,1596.6344447797223
hil_Latn,43810,107778075,24304680,24304680,43810,554.7747089705547
hin_Deva,1340909,678082193,678082027,11173681651,22095985,505.68832532245113
hne_Deva,12826,76137202,7630943,7630943,12826,594.9589115858413
hrv_Latn,543017,579255386,579254988,6609299440,6195824,1066.7345360358847
hsb_Latn,44293,93790997,15291814,15291814,44293,345.24222789154044
hun_Latn,1486178,920226254,920225841,30919839164,49935986,619.1895192376896
hye_Armn,794519,286751918,286751847,634273060,1757415,360.9125107046429
iba_Latn,17703,79585341,8845019,8845019,17703,499.63390385810317
ibo_Latn,98785,151472555,75573291,75573291,98785,765.0280002024599
ido_Latn,10640,64217970,4326238,4326238,10640,406.6013157894737
ilo_Latn,21304,81140918,9434558,9434558,21304,442.8538302666166
ind_Latn,1869889,1124194703,1124194401,60264322142,100238529,601.2091632150747
inh_Cyrl,6635,64439216,4376121,4376121,6635,659.5510173323286
isl_Latn,684489,385193035,385192652,1696354360,3014429,562.7448382429973
ita_Latn,2482155,1444896041,1444895513,139116026491,238984437,582.1133302123769
jav_Latn,184561,182075775,139560458,139560458,184561,756.1752374553671
jpn_Jpan,2264757,1874254826,1874254183,331144301801,400138563,827.5740766355478
kab_Latn,11541,70647778,5946346,5946346,11541,515.2366346070531
kac_Latn,7493,70778326,5983052,5983052,7493,798.4855198184972
kal_Latn,40164,93094864,14916751,14916751,40164,371.3960511901205
kan_Knda,962328,301399105,301399022,748850327,2390982,313.19781035574505
kat_Geor,944153,366685350,366685244,1439572993,3706659,388.37481219610436
kaz_Cyrl,707518,397056095,397055982,1876843453,3344366,561.1955907337893
kbd_Cyrl,6937,64699288,4435271,4435271,6937,639.3644226610927
kha_Latn,29993,89479152,13071578,13071578,29993,435.8209582235855
khk_Cyrl,610777,310195229,310194864,824211882,1622882,507.8692609813899
khm_Khmr,692051,291177620,291177251,667495692,1586460,420.74536515260394
kik_Latn,7292,37537757,722464,722464,7292,99.07624794295118
kin_Latn,326120,177236891,127575978,127575978,326120,391.1933582730283
kir_Cyrl,670718,249234390,249234175,397449282,1069582,371.5930915067755
kmr_Cyrl,876,28740458,296643,296643,876,338.6335616438356
kor_Hang,1319867,1054021578,1054021084,48613120582,60874355,798.5812840563157
kpv_Cyrl,7806,75480374,7413705,7413705,7806,949.7444273635665
lao_Laoo,359623,199594737,189562362,189562362,359623,527.114122289175
lat_Latn,612733,297216152,297216032,714764848,1473541,485.0661420347313
lez_Cyrl,7305,66551145,4872744,4872744,7305,667.0422997946612
lim_Latn,37165,95529752,16257384,16257384,37165,437.4380196421364
lin_Latn,21472,85503130,11233325,11233848,21473,523.1615517161086
lit_Latn,941522,638270907,638270615,9132828961,13471965,677.913649642053
lmo_Latn,15040,86860025,11839181,11839181,15040,787.1795877659574
ltg_Latn,10010,68066935,5252618,5252618,10010,524.7370629370629
ltz_Latn,354553,196503429,179951556,179951556,354553,507.54486917329706
lug_Latn,35503,87900674,12318633,12318633,35503,346.9744246965045
lus_Latn,90564,132982165,48966586,48966586,90564,540.6848858265978
mai_Deva,22787,91392534,14026766,14026766,22787,615.5600122877079
mal_Latn,3434,54842957,2556572,2556572,3434,744.488060570763
mar_Deva,950153,374268495,374268121,1541225070,3912702,393.9030036021143
mfe_Latn,8899,70970943,6037499,6037499,8899,678.4469041465334
mhr_Cyrl,27830,92551029,14628260,14628260,27830,525.6291771469637
mkd_Cyrl,977068,379300907,379300783,1611392841,4150902,388.20305586592985
mlt_Latn,385711,225934698,225934589,286548586,489190,585.7613319977922
mri_Latn,166938,174557905,121260744,121260744,166938,726.3819142436114
mww_Latn,158808,178648227,130993837,130993837,158808,824.8566633922725
mya_Mymr,571890,313560917,313560897,854400671,1558304,548.2888261853913
myv_Cyrl,6561,65041199,4513883,4513883,6561,687.9870446578266
nap_Latn,45778,117279822,32210650,32210650,45778,703.6272882170475
nde_Latn,22657,72570561,6503145,6503145,22657,287.0258639713996
ndo_Latn,8837,64328471,4351102,4351102,8837,492.3732035758742
nds_Latn,64394,119326371,34122691,34122691,64394,529.904820324875
new_Deva,17464,80253552,9095000,9095000,17464,520.7856161245992
nld_Latn,2365765,1198686385,1198686222,74634633118,147301270,506.6801740270128
nno_Latn,628858,270588518,270588390,522740774,1214870,430.28535892729263
nob_Latn,1108061,929832446,929831698,32008904934,38144343,839.1520843339732
npi_Deva,1135139,381507719,381507391,1642856349,4888163,336.08870019269
nrm_Latn,633499,228214727,228214389,296301638,822502,360.24427660966177
nya_Latn,103045,143174374,62633421,62633421,103045,607.825911009753
oci_Latn,69376,121430258,36169698,36169698,69376,521.3575011531366
ory_Latn,1319,48993044,1755375,1755375,1319,1330.8377558756633
oss_Cyrl,63690,112079159,27690962,27690962,63690,434.7772334746428
pan_Guru,488698,270595924,270595745,522788467,944160,553.7074934333164
pap_Latn,181758,168455568,107697099,107697692,181759,592.5301745718232
pbt_Arab,450325,237227956,237227850,337138269,639983,526.792538239297
plt_Latn,272871,191154309,164135353,164135353,272871,601.5126305103877
pms_Latn,18338,75741453,7499528,7499528,18338,408.96106445632023
pnb_Arab,20767,89500852,13082148,13082148,20767,629.9488611739779
pol_Latn,2475990,1191333362,1191333146,73119437217,151966724,481.1542638571323
por_Latn,2452415,1344901936,1344901678,109536087117,199737979,548.3988957202777
rmy_Cyrl,436,39406069,849439,849439,436,1948.2545871559632
roh_Latn,77664,106200021,23138605,23138605,77664,297.9321822208488
ron_Cyrl,1905,51851793,2119531,2120644,1906,1112.6149003147955
rue_Cyrl,39923,103552827,21271349,21271349,39923,532.8093830623951
run_Latn,74530,105125025,22367058,22367058,74530,300.1081175365625
rus_Cyrl,2645385,2227229601,2227229205,588579493780,699083579,841.930080265839
sah_Cyrl,72847,127899149,43001210,43001210,72847,590.2948645791865
san_Deva,21453,96725430,16945617,16945617,21453,789.8949797231156
scn_Latn,13216,69879199,5733435,5733435,13216,433.82528753026634
sco_Latn,11372,70161831,5811098,5811098,11372,511.0005276116778
sdh_Arab,113689,128016687,43133077,43133077,113689,379.39534167773485
shn_Mymr,19218,62635863,3981060,3981060,19218,207.15266937246332
sin_Sinh,622160,268979809,268979680,512453069,1185323,432.3320048628095
slk_Latn,1494425,737857453,737857260,14808010769,29991521,493.7399063221902
slv_Latn,950725,606141179,606140631,7688373264,12059130,637.5562137567138
sme_Latn,65661,109136836,25341152,25341152,65661,385.9391724158938
smo_Latn,110674,160800008,92230674,92230674,110674,833.3544825342899
sna_Latn,84381,135368209,51957005,51957005,84381,615.7429397613207
snd_Arab,257843,191332401,164645639,164645639,257843,638.5499664524536
som_Latn,707349,243696981,243696782,368770065,1070384,344.52127927921197
sot_Latn,92492,153658804,79270815,79270815,92492,857.0559075379492
spa_Latn,2946368,1746130877,1746130639,261523749595,441287261,592.6383394851727
srd_Latn,26072,88820687,12753682,12753682,26072,489.1716017183185
srp_Cyrl,653384,450469016,450468527,2858500314,4146124,689.4391759628993
sun_Latn,106542,150209826,73493619,73493619,106542,689.808892267838
swe_Latn,1599462,961150897,961150299,35745969364,59485306,600.9209965903176
swh_Latn,588045,277639456,277639343,569542024,1206300,472.13962032661857
tam_Latn,4828,65399878,4597393,4597393,4828,952.2355012427506
tat_Cyrl,161354,186904041,152282780,152282780,161354,943.7806314067207
tel_Latn,24103,98258522,17857579,17857579,24103,740.8861552503838
tgk_Cyrl,432620,249000878,249000708,396209383,688384,575.5644858102454
tha_Thai,1251569,859876136,859875709,24662748945,35897202,687.0381971553103
tir_Ethi,72033,120280820,35040995,35040995,72033,486.45752641150585
ton_Latn,7447,68912127,5473192,5473192,7447,734.9525983617564
tso_Latn,6906,73504795,6786420,6786420,6906,982.6846220677671
tuk_Arab,328,20334200,93615,93615,328,285.4115853658537
tur_Latn,2287399,1008306846,1008306624,41933799420,95129129,440.8092438226781
tyv_Cyrl,16328,82612310,10017001,10017001,16328,613.4860975012249
udm_Cyrl,27979,95038154,15980185,15980185,27979,571.1492547982415
uig_Arab,165636,159470918,89713442,89713984,165637,541.6300947252124
ukr_Cyrl,1804367,869413743,869413545,25586457655,53101726,481.83853110537314
urd_Arab,782077,444455255,444454973,2733266493,4809542,568.3007847732695
uzn_Cyrl,682746,273974778,273974588,544866919,1357811,401.2833295650131
vie_Latn,1282290,1068575431,1068575022,50886874358,61064248,833.3333501134739
vls_Latn,7041,58897962,3242819,3242819,7041,460.5622780854992
vro_Latn,8200,65904298,4716657,4716657,8200,575.2020731707318
wln_Latn,15586,75867993,7541374,7541374,15586,483.85563967663285
wol_Latn,6621,61873234,3821770,3821770,6621,577.2194532547953
xho_Latn,254164,172220471,115932287,115932287,254164,456.1318164649596
ydd_Hebr,135116,161703034,93968521,93968521,135116,695.465533319518
yor_Latn,79999,140531582,58861990,58861990,79999,735.7840723009037
zea_Latn,9003,87526090,12144517,12144517,9003,1348.9411307341998
zsm_Arab,12,6587468,2186,2186,12,182.16666666666666
zul_Latn,127335,149079846,71666844,71666844,127335,562.8212510307457
