lang_code	lang_name	dataset_sources	lines	sequences	tokens	resource_category	10similar_langs	10dissimilar_langs
cbr_latn	Cashibo-Cacataibo	bible	8998	2568	328704	not_enough	tur_latn, aze_latn, hun_latn, por_latn, spa_latn, cat_latn, fin_latn, lav_latn, deu_latn, lit_latn	zho_hans, tha_thai, vie_latn, kor_hang, npi_deva, ind_latn, rus_cyrl, jpn_jpan, ukr_cyrl, bel_cyrl
yon_latn	Yongkom	bible	11861	2566	328448	not_enough	ben_beng, kor_hang, jpn_jpan, hin_deva, ind_latn, urd_arab, npi_deva, tam_taml, vie_latn, aze_latn	ukr_cyrl, bel_cyrl, bul_cyrl, ces_latn, mkd_cyrl, por_latn, eng_latn, lav_latn, ell_grek, swe_latn
sja_latn	Epena	bible	7661	2563	328064	not_enough	tur_latn, aze_latn, nld_latn, spa_latn, deu_latn, hun_latn, fra_latn, por_latn, eng_latn, lav_latn	tha_thai, vie_latn, zho_hans, ind_latn, npi_deva, rus_cyrl, bel_cyrl, arb_arab, ben_beng, urd_arab
ppo_latn	Folopa	bible	7711	2563	328064	not_enough	jpn_jpan, kor_hang, ben_beng, tam_taml, hin_deva, urd_arab, npi_deva, kaz_cyrl, aze_latn, ind_latn	ukr_cyrl, bel_cyrl, bul_cyrl, mkd_cyrl, pol_latn, ell_grek, ces_latn, eng_latn, sqi_latn, slk_latn
sab_latn	Buglere	bible	7034	2556	327168	not_enough	tur_latn, aze_latn, hun_latn, por_latn, spa_latn, lit_latn, ces_latn, cat_latn, fra_latn, fin_latn	tha_thai, zho_hans, vie_latn, npi_deva, ind_latn, rus_cyrl, arb_arab, jpn_jpan, kor_hang, ben_beng
mpm_latn	Yosondúa Mixtec	bible	7896	2554	326912	not_enough	spa_latn, por_latn, cat_latn, ita_latn, vie_latn, eng_latn, sqi_latn, ron_latn, fra_latn, ell_grek	tam_taml, ben_beng, jpn_jpan, npi_deva, kor_hang, kaz_cyrl, urd_arab, hin_deva, zho_hans, kat_geor
zad_latn	Cajonos Zapotec	bible	7928	2552	326656	not_enough	spa_latn, por_latn, cat_latn, fra_latn, ita_latn, arb_arab, ell_grek, eng_latn, sqi_latn, pol_latn	tam_taml, jpn_jpan, kor_hang, npi_deva, ben_beng, kaz_cyrl, zho_hans, urd_arab, kat_geor, hin_deva
cut_latn	Teutila Cuicatec	bible	7845	2545	325760	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, ell_grek, eng_latn, arb_arab, ron_latn, vie_latn	tam_taml, jpn_jpan, ben_beng, kor_hang, npi_deva, kaz_cyrl, zho_hans, urd_arab, hin_deva, kat_geor
cbi_latn	Chachi	bible	10489	2543	325504	not_enough	tur_latn, aze_latn, fin_latn, ces_latn, lit_latn, hun_latn, est_latn, spa_latn, por_latn, lav_latn	tha_thai, vie_latn, ind_latn, zho_hans, arb_arab, npi_deva, heb_hebr, rus_cyrl, urd_arab, kor_hang
cbt_latn	Chayahuita	bible	9068	2543	325504	not_enough	tur_latn, aze_latn, hun_latn, spa_latn, fin_latn, ces_latn, lit_latn, hye_armn, kat_geor, kaz_cyrl	tha_thai, vie_latn, zho_hans, ind_latn, rus_cyrl, heb_hebr, kor_hang, arb_arab, npi_deva, ukr_cyrl
ote_latn	Mezquital Otomi	bible	7958	2536	324608	not_enough	spa_latn, por_latn, cat_latn, fra_latn, ita_latn, eng_latn, fin_latn, pol_latn, ell_grek, sqi_latn	tam_taml, jpn_jpan, ben_beng, npi_deva, kor_hang, kaz_cyrl, zho_hans, urd_arab, tha_thai, hin_deva
ign_latn	Ignaciano	bible	7251	2518	322304	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, ell_grek, arb_arab, slv_latn, eng_latn, sqi_latn	jpn_jpan, kor_hang, zho_hans, tam_taml, ben_beng, kaz_cyrl, npi_deva, tha_thai, urd_arab, aze_latn
mdm_latn	Mayogo	bible	7940	2513	321664	not_enough	fra_latn, spa_latn, nld_latn, cat_latn, deu_latn, ita_latn, eng_latn, por_latn, heb_hebr, tha_thai	jpn_jpan, kor_hang, tam_taml, kaz_cyrl, zho_hans, npi_deva, ben_beng, tur_latn, aze_latn, bel_cyrl
mxv_latn	Metlatónoc Mixtec	bible	7940	2513	321664	not_enough	spa_latn, por_latn, cat_latn, ita_latn, vie_latn, fra_latn, eng_latn, sqi_latn, ell_grek, arb_arab	tam_taml, ben_beng, npi_deva, jpn_jpan, kor_hang, kaz_cyrl, urd_arab, hin_deva, kat_geor, zho_hans
atb_latn	Zaiwa	bible	7752	2511	321408	not_enough	ben_beng, jpn_jpan, kor_hang, kaz_cyrl, tam_taml, aze_latn, zho_hans, hin_deva, urd_arab, vie_latn	spa_latn, bel_cyrl, por_latn, ita_latn, cat_latn, ell_grek, mkd_cyrl, bul_cyrl, ukr_cyrl, fra_latn
mta_latn	Cotabato Manobo	bible	7851	2510	321280	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, zho_hans, rus_cyrl, hun_latn, ita_latn, eng_latn, fin_latn	tam_taml, ces_latn, jpn_jpan, tur_latn, kaz_cyrl, npi_deva, srp_cyrl, kor_hang, bel_cyrl, slv_latn
mge_latn	Mango	bible	7851	2510	321280	not_enough	spa_latn, cat_latn, ita_latn, por_latn, heb_hebr, fra_latn, arb_arab, ron_latn, slv_latn, sqi_latn	jpn_jpan, kor_hang, tam_taml, zho_hans, kaz_cyrl, npi_deva, ben_beng, tur_latn, rus_cyrl, hin_deva
lgl_latn	Wala	bible	7932	2508	321024	not_enough	ind_latn, vie_latn, tha_thai, zho_hans, ita_latn, heb_hebr, eng_latn, cat_latn, ron_latn, rus_cyrl	tam_taml, kaz_cyrl, tur_latn, npi_deva, ces_latn, aze_latn, lit_latn, jpn_jpan, bel_cyrl, lav_latn
mic_latn	Mi'kmaq	bible, tatoeba	7960	2503	320384	not_enough	fin_latn, spa_latn, hun_latn, por_latn, fra_latn, pol_latn, est_latn, nob_latn, cat_latn, deu_latn	jpn_jpan, tha_thai, zho_hans, tam_taml, kor_hang, npi_deva, vie_latn, ind_latn, ben_beng, kaz_cyrl
xuo_latn	Kuo	bible	7663	2498	319744	not_enough	vie_latn, fra_latn, tha_thai, cat_latn, heb_hebr, por_latn, eng_latn, nld_latn, ita_latn, deu_latn	jpn_jpan, kor_hang, tam_taml, zho_hans, kaz_cyrl, npi_deva, ben_beng, hin_deva, urd_arab, tur_latn
omw_latn	South Tairora	bible0, bible1, bible	9741	2493	319104	not_enough	kor_hang, ben_beng, jpn_jpan, hin_deva, tam_taml, npi_deva, kaz_cyrl, urd_arab, aze_latn, kat_geor	bul_cyrl, ukr_cyrl, ell_grek, por_latn, bel_cyrl, eng_latn, mkd_cyrl, spa_latn, pol_latn, cat_latn
nak_latn	Nakanai	bible	7923	2492	318976	not_enough	ind_latn, vie_latn, tha_thai, zho_hans, ita_latn, ron_latn, eng_latn, rus_cyrl, cat_latn, por_latn	tam_taml, kaz_cyrl, tur_latn, npi_deva, jpn_jpan, ces_latn, aze_latn, lit_latn, lav_latn, bel_cyrl
xtd_latn	Diuxi-Tilantongo Mixtec	bible	7881	2490	318720	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, arb_arab, ell_grek, eng_latn, ron_latn, vie_latn	tam_taml, jpn_jpan, ben_beng, kor_hang, npi_deva, kaz_cyrl, zho_hans, hin_deva, urd_arab, kat_geor
dty_deva	Dotyali	wiki	11615	2489	318592	not_enough	npi_deva, hin_deva, ben_beng, aze_latn, urd_arab, tur_latn, tam_taml, kaz_cyrl, pes_arab, kat_geor	tha_thai, vie_latn, ind_latn, eng_latn, fra_latn, cat_latn, spa_latn, zho_hans, por_latn, ita_latn
yad_latn	Yagua	bible	7368	2488	318464	not_enough	fin_latn, spa_latn, por_latn, slv_latn, hun_latn, pol_latn, est_latn, cat_latn, sqi_latn, srp_cyrl	tha_thai, jpn_jpan, tam_taml, npi_deva, ben_beng, zho_hans, vie_latn, kor_hang, kaz_cyrl, urd_arab
dzo_tibt	Dzongkha	nllb, flores200_dev, flores200_devtest, wiki	9286	2488	318464	not_enough	jpn_jpan, kaz_cyrl, ben_beng, tam_taml, kor_hang, aze_latn, zho_hans, hin_deva, tur_latn, urd_arab	spa_latn, cat_latn, por_latn, ita_latn, bel_cyrl, bul_cyrl, mkd_cyrl, fra_latn, ron_latn, ell_grek
poi_latn	Highland Popoluca	bible	7916	2484	317952	not_enough	spa_latn, por_latn, cat_latn, eng_latn, fin_latn, ita_latn, hun_latn, nob_latn, fra_latn, dan_latn	tam_taml, jpn_jpan, npi_deva, tha_thai, ben_beng, kor_hang, kaz_cyrl, zho_hans, vie_latn, pes_arab
wnc_latn	Wantoat	bible	10343	2484	317952	not_enough	ind_latn, ben_beng, hin_deva, tha_thai, vie_latn, urd_arab, kor_hang, aze_latn, jpn_jpan, npi_deva	ukr_cyrl, bel_cyrl, ces_latn, bul_cyrl, mkd_cyrl, eng_latn, ell_grek, pol_latn, lav_latn, cat_latn
arq_arab	Algerian Arabic	bible, tatoeba	9432	2482	317696	not_enough	arb_arab, heb_hebr, ita_latn, pes_arab, cat_latn, sqi_latn, por_latn, urd_arab, ron_latn, spa_latn	jpn_jpan, kor_hang, tam_taml, ben_beng, kaz_cyrl, zho_hans, npi_deva, vie_latn, ind_latn, tur_latn
mit_latn	Southern Puebla Mixtec	bible	7683	2481	317568	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, arb_arab, ell_grek, ron_latn, eng_latn, vie_latn	tam_taml, jpn_jpan, ben_beng, kor_hang, npi_deva, kaz_cyrl, zho_hans, hin_deva, urd_arab, kat_geor
soq_latn	Kanasi	bible	10458	2480	317440	not_enough	ind_latn, vie_latn, hin_deva, tha_thai, ben_beng, urd_arab, kat_geor, kor_hang, hun_latn, aze_latn	ces_latn, ukr_cyrl, bel_cyrl, bul_cyrl, dan_latn, mkd_cyrl, lit_latn, swe_latn, pol_latn, lav_latn
hix_latn	Hixkaryána	bible	7196	2478	317184	not_enough	spa_latn, cat_latn, tur_latn, ita_latn, por_latn, lit_latn, ces_latn, hun_latn, eng_latn, pes_arab	zho_hans, tha_thai, jpn_jpan, kor_hang, npi_deva, vie_latn, ben_beng, ind_latn, tam_taml, rus_cyrl
aau_latn	Abau	bible	7800	2477	317056	not_enough	ben_beng, hin_deva, jpn_jpan, kor_hang, urd_arab, ind_latn, npi_deva, vie_latn, tam_taml, tha_thai	ukr_cyrl, bel_cyrl, ces_latn, eng_latn, bul_cyrl, pol_latn, mkd_cyrl, swe_latn, por_latn, dan_latn
cbv_latn	Cacua	bible	7492	2473	316544	not_enough	tur_latn, spa_latn, ces_latn, lit_latn, hun_latn, por_latn, aze_latn, cat_latn, deu_latn, est_latn	zho_hans, tha_thai, vie_latn, ind_latn, kor_hang, jpn_jpan, npi_deva, rus_cyrl, ben_beng, ukr_cyrl
att_latn	Pamplona Atta	bible	8004	2472	316416	not_enough	vie_latn, ind_latn, tha_thai, fin_latn, arb_arab, hun_latn, ita_latn, zho_hans, pes_arab, rus_cyrl	tam_taml, jpn_jpan, kaz_cyrl, lav_latn, npi_deva, kor_hang, kat_geor, deu_latn, dan_latn, ces_latn
nhr_latn	Naro	bible	7889	2468	315904	not_enough	hin_deva, urd_arab, ben_beng, slv_latn, kat_geor, est_latn, aze_latn, hun_latn, srp_cyrl, tur_latn	tha_thai, vie_latn, ind_latn, jpn_jpan, zho_hans, kor_hang, eng_latn, swe_latn, lav_latn, rus_cyrl
yle_latn	Yele	bible	7039	2459	314752	not_enough	tam_taml, jpn_jpan, hin_deva, ind_latn, ben_beng, urd_arab, tha_thai, kaz_cyrl, vie_latn, kor_hang	ukr_cyrl, bel_cyrl, mkd_cyrl, pol_latn, bul_cyrl, slk_latn, ell_grek, eng_latn, dan_latn, slv_latn
prq_latn	Ashéninka Perené	bible	11285	2453	313984	not_enough	spa_latn, cat_latn, por_latn, ita_latn, eng_latn, nob_latn, ron_latn, ell_grek, fin_latn, slk_latn	jpn_jpan, kor_hang, npi_deva, tam_taml, zho_hans, kaz_cyrl, ben_beng, tha_thai, urd_arab, aze_latn
iws_latn	Sepik Iwam	bible	8017	2453	313984	not_enough	ben_beng, hin_deva, ind_latn, urd_arab, jpn_jpan, aze_latn, npi_deva, vie_latn, kor_hang, tha_thai	ukr_cyrl, bel_cyrl, swe_latn, ces_latn, eng_latn, dan_latn, bul_cyrl, pol_latn, ell_grek, mkd_cyrl
ntu_latn	Natügu	bible	9918	2448	313344	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, ita_latn, zho_hans, rus_cyrl, cat_latn, ron_latn, nob_latn	tam_taml, kaz_cyrl, npi_deva, tur_latn, ces_latn, aze_latn, mkd_cyrl, ben_beng, srp_cyrl, bel_cyrl
ntj_latn	Ngaanyatjarra	bible	11066	2447	313216	not_enough	tam_taml, ben_beng, hin_deva, kaz_cyrl, ind_latn, jpn_jpan, urd_arab, npi_deva, aze_latn, kor_hang	spa_latn, por_latn, cat_latn, bul_cyrl, ita_latn, eng_latn, bel_cyrl, ell_grek, fra_latn, swe_latn
sps_latn	Saposa	bible	8058	2447	313216	not_enough	ind_latn, vie_latn, tha_thai, eng_latn, zho_hans, ita_latn, ron_latn, cat_latn, nob_latn, rus_cyrl	tam_taml, kaz_cyrl, tur_latn, npi_deva, ces_latn, aze_latn, jpn_jpan, lit_latn, bel_cyrl, ben_beng
auc_latn	Waorani	bible	7676	2438	312064	not_enough	tur_latn, aze_latn, hun_latn, spa_latn, por_latn, fin_latn, fra_latn, ces_latn, lit_latn, cat_latn	tha_thai, vie_latn, zho_hans, ind_latn, npi_deva, rus_cyrl, kor_hang, heb_hebr, arb_arab, hin_deva
kew_latn	West Kewa	bible	9467	2437	311936	not_enough	tam_taml, jpn_jpan, ben_beng, kor_hang, kaz_cyrl, aze_latn, hin_deva, ind_latn, urd_arab, npi_deva	ukr_cyrl, bul_cyrl, bel_cyrl, mkd_cyrl, ell_grek, eng_latn, por_latn, swe_latn, pol_latn, dan_latn
miz_latn	Coatzospan Mixtec	bible	8015	2432	311296	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, ell_grek, arb_arab, ron_latn, eng_latn, vie_latn	tam_taml, jpn_jpan, ben_beng, npi_deva, kor_hang, kaz_cyrl, zho_hans, hin_deva, urd_arab, kat_geor
geb_latn	Kire	bible	7876	2432	311296	not_enough	ben_beng, hin_deva, urd_arab, kor_hang, ind_latn, npi_deva, jpn_jpan, tam_taml, kat_geor, vie_latn	ukr_cyrl, bel_cyrl, mkd_cyrl, bul_cyrl, ces_latn, ell_grek, lav_latn, pol_latn, por_latn, slk_latn
ptu_latn	Bambam	bible	9027	2430	311040	not_enough	ind_latn, vie_latn, tha_thai, heb_hebr, ita_latn, cat_latn, fin_latn, hun_latn, ron_latn, por_latn	jpn_jpan, tam_taml, kaz_cyrl, tur_latn, ces_latn, kor_hang, npi_deva, lav_latn, dan_latn, ukr_cyrl
atd_latn	Ata Manobo	bible	7904	2424	310272	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, fin_latn, hun_latn, zho_hans, pes_arab, rus_cyrl, ita_latn	tam_taml, jpn_jpan, ces_latn, npi_deva, deu_latn, kor_hang, lav_latn, ukr_cyrl, nld_latn, kaz_cyrl
nop_latn	Numanggang	bible	11775	2424	310272	not_enough	hin_deva, ind_latn, ben_beng, kor_hang, jpn_jpan, urd_arab, tam_taml, kaz_cyrl, tha_thai, aze_latn	ukr_cyrl, bel_cyrl, bul_cyrl, mkd_cyrl, ell_grek, ces_latn, pol_latn, eng_latn, por_latn, swe_latn
acd_latn	Gikyode	bible	7645	2423	310144	not_enough	fra_latn, lav_latn, eng_latn, por_latn, heb_hebr, spa_latn, ita_latn, cat_latn, nld_latn, deu_latn	kor_hang, jpn_jpan, npi_deva, zho_hans, tam_taml, rus_cyrl, bel_cyrl, ben_beng, ind_latn, pol_latn
bmu_latn	Somba-Siawari	bible	9277	2421	309888	not_enough	tam_taml, ben_beng, kor_hang, jpn_jpan, kaz_cyrl, aze_latn, hin_deva, npi_deva, ind_latn, urd_arab	bul_cyrl, ukr_cyrl, bel_cyrl, mkd_cyrl, eng_latn, ell_grek, por_latn, pol_latn, spa_latn, cat_latn
mjc_latn	San Juan Colorado Mixtec	bible	7956	2420	309760	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, ell_grek, eng_latn, ron_latn, arb_arab, sqi_latn	tam_taml, jpn_jpan, ben_beng, kor_hang, npi_deva, kaz_cyrl, zho_hans, hin_deva, urd_arab, kat_geor
ssd_latn	Siroi	bible	10766	2420	309760	not_enough	ben_beng, hin_deva, ind_latn, jpn_jpan, urd_arab, kor_hang, tha_thai, vie_latn, npi_deva, tam_taml	ukr_cyrl, bel_cyrl, bul_cyrl, mkd_cyrl, ces_latn, ell_grek, eng_latn, por_latn, pol_latn, lav_latn
gvc_latn	Guanano	americasnlp2022_mt_test, americasnlp2022_stt, bible	10851	2417	309376	not_enough	tur_latn, spa_latn, por_latn, aze_latn, hun_latn, cat_latn, fin_latn, ces_latn, lit_latn, ita_latn	tha_thai, zho_hans, vie_latn, ind_latn, npi_deva, kor_hang, rus_cyrl, ben_beng, jpn_jpan, ukr_cyrl
kyf_latn	Kouya	bible	7798	2417	309376	not_enough	fra_latn, por_latn, spa_latn, ita_latn, cat_latn, slv_latn, srp_cyrl, eng_latn, heb_hebr, ron_latn	jpn_jpan, kor_hang, tam_taml, npi_deva, kaz_cyrl, ben_beng, zho_hans, hin_deva, pes_arab, tur_latn
mxp_latn	Tlahuitoltepec Mixe	bible	7944	2413	308864	not_enough	spa_latn, por_latn, cat_latn, hun_latn, ita_latn, fra_latn, eng_latn, ell_grek, fin_latn, nob_latn	tam_taml, tha_thai, npi_deva, jpn_jpan, zho_hans, kor_hang, ben_beng, vie_latn, kaz_cyrl, ind_latn
lbk_latn	Central Bontok	bible	9381	2411	308608	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, fin_latn, hun_latn, ita_latn, pol_latn, rus_cyrl, zho_hans	tam_taml, jpn_jpan, kaz_cyrl, npi_deva, lav_latn, kor_hang, ces_latn, kat_geor, tur_latn, dan_latn
acu_latn	Achuar-Shiwiar	bible	11546	2409	308352	not_enough	tur_latn, aze_latn, hun_latn, fin_latn, lit_latn, est_latn, ces_latn, spa_latn, slv_latn, kat_geor	tha_thai, vie_latn, zho_hans, ind_latn, npi_deva, jpn_jpan, kor_hang, rus_cyrl, heb_hebr, ell_grek
box_latn	Buamu	bible	7742	2406	307968	not_enough	por_latn, spa_latn, fra_latn, cat_latn, ita_latn, eng_latn, hun_latn, slv_latn, srp_cyrl, heb_hebr	jpn_jpan, kor_hang, tam_taml, pes_arab, npi_deva, ben_beng, tur_latn, kaz_cyrl, ces_latn, bel_cyrl
agm_latn	Angaataha	bible	7953	2405	307840	not_enough	jpn_jpan, hin_deva, ben_beng, tam_taml, kor_hang, ind_latn, kaz_cyrl, aze_latn, urd_arab, npi_deva	eng_latn, bul_cyrl, swe_latn, ukr_cyrl, spa_latn, por_latn, cat_latn, bel_cyrl, ell_grek, dan_latn
djk_latn	Eastern Maroon Creole	bible	7888	2402	307456	not_enough	eng_latn, nld_latn, por_latn, cat_latn, spa_latn, ita_latn, swe_latn, nob_latn, deu_latn, dan_latn	jpn_jpan, tam_taml, npi_deva, kaz_cyrl, ben_beng, kor_hang, pes_arab, zho_hans, hin_deva, urd_arab
ata_latn	Pele-Ata	bible	9450	2399	307072	not_enough	ind_latn, vie_latn, tha_thai, heb_hebr, rus_cyrl, arb_arab, ita_latn, fra_latn, zho_hans, spa_latn	tam_taml, tur_latn, ces_latn, kaz_cyrl, lit_latn, bel_cyrl, jpn_jpan, aze_latn, npi_deva, ukr_cyrl
cjv_latn	Chuave	bible	7911	2397	306816	not_enough	tam_taml, kor_hang, jpn_jpan, ben_beng, ind_latn, hin_deva, urd_arab, kaz_cyrl, aze_latn, npi_deva	ukr_cyrl, bel_cyrl, ell_grek, mkd_cyrl, bul_cyrl, pol_latn, eng_latn, dan_latn, por_latn, sqi_latn
mio_latn	Pinotepa Nacional Mixtec	bible	7929	2397	306816	not_enough	spa_latn, por_latn, cat_latn, ita_latn, vie_latn, eng_latn, ell_grek, arb_arab, fra_latn, ron_latn	tam_taml, ben_beng, npi_deva, jpn_jpan, kaz_cyrl, kor_hang, urd_arab, hin_deva, zho_hans, kat_geor
bgs_latn	Tagabawa	bible	9644	2396	306688	not_enough	ind_latn, vie_latn, tha_thai, zho_hans, rus_cyrl, arb_arab, pol_latn, fin_latn, hun_latn, ron_latn	tam_taml, kaz_cyrl, ces_latn, tur_latn, npi_deva, jpn_jpan, srp_cyrl, deu_latn, lav_latn, nld_latn
gqr_latn	Gor	bible	7904	2395	306560	not_enough	spa_latn, cat_latn, por_latn, fra_latn, heb_hebr, ita_latn, arb_arab, ron_latn, slv_latn, sqi_latn	jpn_jpan, kor_hang, zho_hans, tam_taml, kaz_cyrl, npi_deva, ben_beng, tur_latn, rus_cyrl, hin_deva
nhx_latn	Isthmus-Mecayapan Nahuatl	bible	7815	2395	306560	not_enough	spa_latn, por_latn, fra_latn, fin_latn, hun_latn, cat_latn, ita_latn, eng_latn, nob_latn, slk_latn	tam_taml, jpn_jpan, npi_deva, ben_beng, kor_hang, tha_thai, kaz_cyrl, zho_hans, urd_arab, vie_latn
mco_latn	Coatlán Mixe	bible	7891	2392	306176	not_enough	spa_latn, por_latn, cat_latn, eng_latn, ita_latn, hun_latn, fin_latn, fra_latn, ell_grek, nob_latn	tam_taml, npi_deva, jpn_jpan, ben_beng, kor_hang, kaz_cyrl, tha_thai, hin_deva, urd_arab, zho_hans
zos_latn	Francisco León Zoque	bible	8017	2392	306176	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, fin_latn, eng_latn, hun_latn, ell_grek, nob_latn	tam_taml, jpn_jpan, npi_deva, ben_beng, kor_hang, kaz_cyrl, tha_thai, zho_hans, urd_arab, hin_deva
mqb_latn	Mbuko	bible	7668	2392	306176	not_enough	fra_latn, cat_latn, por_latn, spa_latn, ita_latn, heb_hebr, nld_latn, arb_arab, eng_latn, deu_latn	jpn_jpan, kor_hang, tam_taml, zho_hans, kaz_cyrl, npi_deva, ben_beng, tur_latn, hin_deva, hye_armn
mbd_latn	Dibabawon Manobo	bible	7809	2390	305920	not_enough	ind_latn, vie_latn, tha_thai, zho_hans, arb_arab, rus_cyrl, hun_latn, fin_latn, ita_latn, pol_latn	tam_taml, kaz_cyrl, ces_latn, jpn_jpan, npi_deva, tur_latn, srp_cyrl, ben_beng, bel_cyrl, kor_hang
did_latn	Didinga	bible	7809	2390	305920	not_enough	arb_arab, ron_latn, heb_hebr, sqi_latn, ita_latn, cat_latn, spa_latn, por_latn, slv_latn, ell_grek	jpn_jpan, kor_hang, zho_hans, kaz_cyrl, tam_taml, npi_deva, ben_beng, tur_latn, urd_arab, aze_latn
pbb_latn	Páez	bible	7938	2390	305920	not_enough	tur_latn, aze_latn, spa_latn, ces_latn, lit_latn, fin_latn, por_latn, hun_latn, fra_latn, nld_latn	tha_thai, vie_latn, zho_hans, ind_latn, npi_deva, kor_hang, rus_cyrl, heb_hebr, ben_beng, arb_arab
kqe_latn	Kalagan	bible, bible0	9318	2385	305280	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, rus_cyrl, zho_hans, fin_latn, ita_latn, pol_latn, hin_deva	tam_taml, kaz_cyrl, jpn_jpan, ces_latn, npi_deva, tur_latn, srp_cyrl, dan_latn, lav_latn, bel_cyrl
blz_latn	Balantak	bible	7792	2382	304896	not_enough	ind_latn, vie_latn, tha_thai, ita_latn, heb_hebr, cat_latn, hun_latn, ron_latn, zho_hans, por_latn	tam_taml, kaz_cyrl, jpn_jpan, ces_latn, tur_latn, npi_deva, kor_hang, ukr_cyrl, lav_latn, dan_latn
cbc_latn	Carapana	bible	7330	2382	304896	not_enough	tur_latn, aze_latn, hun_latn, spa_latn, ces_latn, lit_latn, fin_latn, por_latn, cat_latn, deu_latn	tha_thai, zho_hans, vie_latn, ind_latn, npi_deva, jpn_jpan, kor_hang, rus_cyrl, urd_arab, ben_beng
mbl_latn	Maxakalí	bible	7974	2381	304768	not_enough	hun_latn, pes_arab, tur_latn, fra_latn, cat_latn, por_latn, spa_latn, kat_geor, nld_latn, fin_latn	zho_hans, jpn_jpan, kor_hang, tha_thai, tam_taml, rus_cyrl, npi_deva, vie_latn, ind_latn, kaz_cyrl
tpp_latn	Pisaflores Tepehua	bible	7928	2381	304768	not_enough	spa_latn, por_latn, fra_latn, cat_latn, ita_latn, hun_latn, eng_latn, ell_grek, fin_latn, sqi_latn	tam_taml, jpn_jpan, npi_deva, ben_beng, kor_hang, kaz_cyrl, urd_arab, zho_hans, hin_deva, tha_thai
mvn_latn	Minaveha	bible	7881	2380	304640	not_enough	ind_latn, vie_latn, hin_deva, tha_thai, ben_beng, kor_hang, urd_arab, jpn_jpan, zho_hans, kaz_cyrl	ces_latn, ukr_cyrl, bel_cyrl, lav_latn, dan_latn, bul_cyrl, swe_latn, lit_latn, pol_latn, mkd_cyrl
swp_latn	Suau	bible	11603	2380	304640	not_enough	ind_latn, vie_latn, tha_thai, hin_deva, ben_beng, urd_arab, kor_hang, zho_hans, jpn_jpan, hun_latn	ces_latn, ukr_cyrl, bel_cyrl, lav_latn, srp_cyrl, dan_latn, lit_latn, slv_latn, pol_latn, mkd_cyrl
yka_latn	Yakan	bible	7779	2380	304640	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, zho_hans, ita_latn, rus_cyrl, hun_latn, heb_hebr, eng_latn	tam_taml, ces_latn, kaz_cyrl, npi_deva, jpn_jpan, tur_latn, bel_cyrl, ukr_cyrl, kor_hang, lit_latn
med_latn	Melpa	bible	7562	2379	304512	not_enough	ind_latn, aze_latn, tam_taml, tur_latn, jpn_jpan, kaz_cyrl, ben_beng, tha_thai, pes_arab, hye_armn	ukr_cyrl, bel_cyrl, mkd_cyrl, ell_grek, bul_cyrl, pol_latn, slk_latn, eng_latn, por_latn, srp_cyrl
bss_latn	Akoose	bible	7758	2377	304256	not_enough	heb_hebr, spa_latn, por_latn, fra_latn, cat_latn, arb_arab, ita_latn, pes_arab, lit_latn, sqi_latn	kor_hang, jpn_jpan, zho_hans, tam_taml, npi_deva, ben_beng, kaz_cyrl, hin_deva, rus_cyrl, tur_latn
ksr_latn	Borong	bible	9458	2370	303360	not_enough	jpn_jpan, tam_taml, kor_hang, hin_deva, ben_beng, ind_latn, kaz_cyrl, aze_latn, urd_arab, tur_latn	ukr_cyrl, bul_cyrl, bel_cyrl, mkd_cyrl, ell_grek, pol_latn, eng_latn, por_latn, slk_latn, swe_latn
kdl_latn	Tsikimba	bible	7942	2369	303232	not_enough	fra_latn, spa_latn, cat_latn, por_latn, ita_latn, nld_latn, eng_latn, heb_hebr, deu_latn, ron_latn	jpn_jpan, kor_hang, tam_taml, kaz_cyrl, zho_hans, npi_deva, ben_beng, tur_latn, hin_deva, aze_latn
ipi_latn	Ipili	bible	6121	2365	302720	not_enough	kor_hang, ben_beng, tam_taml, jpn_jpan, hin_deva, ind_latn, urd_arab, npi_deva, kaz_cyrl, aze_latn	ukr_cyrl, bel_cyrl, bul_cyrl, mkd_cyrl, ell_grek, eng_latn, swe_latn, por_latn, lav_latn, ces_latn
bcw_latn	Bana	bible	7735	2364	302592	not_enough	fra_latn, por_latn, cat_latn, ita_latn, spa_latn, heb_hebr, nld_latn, eng_latn, sqi_latn, deu_latn	jpn_jpan, kor_hang, tam_taml, zho_hans, kaz_cyrl, npi_deva, ben_beng, hin_deva, ind_latn, tur_latn
